25.03372310,121.43363040,47
25.03256540,121.43407960,535
25.03878970,121.46025450,12
25.03863550,121.46027230,459
25.01089890,121.47871650,114
25.00531460,121.48405220,108
25.00017520,121.48502910,122
24.99521660,121.48532040,30
24.99454030,121.48612240,142
24.99384400,121.49473320,136
24.99346100,121.50338040,371
24.98968290,121.52786630,9
24.98930420,121.52888170,376
24.96131180,121.53885150,5063
24.84656300,121.79319550,34
24.84535430,121.79503790,12
24.84621350,121.79553290,109
24.84340250,121.80417210,139
24.84739210,121.81295640,52
24.84587810,121.81467920,110
24.84464340,121.82324200,2059
24.62793180,121.83229640,460
24.59775290,121.85624110,24
24.59772470,121.85511830,48
24.59623060,121.85517450,29
24.59619850,121.85430900,2525
24.46393080,121.79820570,134
24.45947340,121.78135060,4005
24.14989830,121.64466140,217
24.15693810,121.62211520,28
24.15829420,121.62084230,10
24.15860540,121.62102190,62
24.15807200,121.62253950,0
